,COUNTY,STATE,ABBREVIATION,CITY,AIRPORT CODE
2650,karnes,texas,tx,karnes-city,
2651,kaufman,texas,tx,kaufman,
2652,kendall,texas,tx,boerne,
2653,kenedy,texas,tx,sarita,
2654,kent,texas,tx,jayton,
2655,kerr,texas,tx,kerrville,
2656,kimble,texas,tx,junction,
2657,king,texas,tx,guthrie,
2658,kinney,texas,tx,brackettville,
2659,kleberg,texas,tx,kingsville,
2660,knox,texas,tx,benjamin,
2661,lamar,texas,tx,paris,
2662,lamb,texas,tx,littlefield,
2663,lampasas,texas,tx,lampasas,
2664,la salle,texas,tx,cotulla,
2665,lavaca,texas,tx,hallettsville,K3T5
2666,lee,texas,tx,giddings,KGYB
2667,leon,texas,tx,centerville,KDKR
2668,liberty,texas,tx,liberty,K6R3
2669,limestone,texas,tx,groesbeck,KLXY
2670,lipscomb,texas,tx,lipscomb,KHHF
2671,live oak,texas,tx,george-west,KBEA
2672,llano,texas,tx,llano,KAQO
2673,loving,texas,tx,mentone,KPEQ
2674,lubbock,texas,tx,lubbock,
2675,lynn,texas,tx,tahoka,
2676,mcculloch,texas,tx,brady,KAQO
2677,mclennan,texas,tx,waco,KACT
2678,mcmullen,texas,tx,tilden,KPEZ
2679,madison,texas,tx,madisonville,KUTS
2680,marion,texas,tx,jefferson,KASL
2681,martin,texas,tx,stanton,KMDD
2682,mason,texas,tx,mason,KAQO
2683,matagorda,texas,tx,bay-city,KBYY
2684,maverick,texas,tx,eagle-pass,KFTN
2685,medina,texas,tx,hondo,
2686,menard,texas,tx,menard,
2687,midland,texas,tx,midland,KMDD
2688,milam,texas,tx,cameron,KT35
2689,mills,texas,tx,goldthwaite,KMNZ
2690,mitchell,texas,tx,colorado-city,KSNK
2691,montague,texas,tx,montague,K0F2
2692,montgomery,texas,tx,conroe,KCXO
2693,moore,texas,tx,dumas,KDUX
2694,morris,texas,tx,daingerfield,KOSA
2695,motley,texas,tx,matador,KCDS
2696,nacogdoches,texas,tx,nacogdoches,KOCH
2697,navarro,texas,tx,corsicana,KCRS
2698,newton,texas,tx,newton,KJAS
2699,nolan,texas,tx,sweetwater,KSWW
2700,nueces,texas,tx,corpus-christi,KCRP
2701,ochiltree,texas,tx,perryton,KPYX
2702,oldham,texas,tx,vega,KHRX
2703,orange,texas,tx,orange,KORG
2704,palo pinto,texas,tx,palo-pinto,
2705,panola,texas,tx,carthage,KASL
2706,parker,texas,tx,weatherford,
2707,parmer,texas,tx,farwell,
2708,pecos,texas,tx,fort-stockton,
2709,polk,texas,tx,livingston,K6R3
2710,potter,texas,tx,amarillo,KHRX
2711,presidio,texas,tx,marfa,
2712,rains,texas,tx,emory,KJDD
2713,randall,texas,tx,canyon,KHRX
2714,reagan,texas,tx,big-lake,KOZA
2715,real,texas,tx,leakey,KUVA
2716,red river,texas,tx,clarksville,KPRX
2717,reeves,texas,tx,pecos,KPEQ
2718,refugio,texas,tx,refugio,KRKP
2719,roberts,texas,tx,miami,KHHF
2720,robertson,texas,tx,franklin,KLHB
2721,rockwall,texas,tx,rockwall,KF46
2722,runnels,texas,tx,ballinger,KCOM
2723,rusk,texas,tx,henderson,KRFI
2724,sabine,texas,tx,hemphill,KAQV
2725,san augustine,texas,tx,san-augustine,KOCH
2726,san jacinto,texas,tx,coldspring,K6R3
2727,san patricio,texas,tx,sinton,KCRP
2728,san saba,texas,tx,san-saba,KAQO
2729,schleicher,texas,tx,eldorado,KSOA
2730,scurry,texas,tx,snyder,KSNK
2731,shackelford,texas,tx,albany,KBKD
2732,shelby,texas,tx,center,KOCH
2733,sherman,texas,tx,stratford,KDUX
2734,smith,texas,tx,tyler,KTYR
2735,somervell,texas,tx,glen-rose,KGDJ
2736,starr,texas,tx,rio-grande-city,KMFE
2737,stephens,texas,tx,breckenridge,KBKD
2738,sterling,texas,tx,sterling-city,KSJT
2739,stonewall,texas,tx,aspermont,KSWW
2740,sutton,texas,tx,sonora,KSOA
2741,swisher,texas,tx,tulia,KPVW
2742,tarrant,texas,tx,fort-worth,
2743,taylor,texas,tx,abilene,
2744,terrell,texas,tx,sanderson,
2745,terry,texas,tx,brownfield,KGNC
2746,throckmorton,texas,tx,throckmorton,KBKD
2747,titus,texas,tx,mount-pleasant,KOSA
2748,tom green,texas,tx,san-angelo,KSJT
2749,travis,texas,tx,austin,KATT
2750,trinity,texas,tx,groveton,KDKR
2751,tyler,texas,tx,woodville,KJAS
2752,upshur,texas,tx,gilmer,KJXI
2753,upton,texas,tx,rankin,
2754,uvalde,texas,tx,uvalde,KUVA
2755,val verde,texas,tx,del-rio,
2756,van zandt,texas,tx,canton,KJDD
2757,victoria,texas,tx,victoria,KVCT
2758,walker,texas,tx,huntsville,KUTS
2759,waller,texas,tx,hempstead,K11R
2760,ward,texas,tx,monahans,KINK
2761,washington,texas,tx,brenham,K11R
2762,webb,texas,tx,laredo,
2763,wharton,texas,tx,wharton,KARM
2764,wheeler,texas,tx,wheeler,KHHF
2765,wichita,texas,tx,wichita-falls,KCWC
2766,wilbarger,texas,tx,vernon,KF05
2767,willacy,texas,tx,raymondville,KHRL
2768,williamson,texas,tx,georgetown,KGTU
2769,wilson,texas,tx,floresville,KSSF
2770,winkler,texas,tx,kermit,KINK
2771,wise,texas,tx,decatur,KLUD
2772,wood,texas,tx,quitman,KJDD
2773,yoakum,texas,tx,plains,KGNC
2774,young,texas,tx,graham,KRPH
2775,zapata,texas,tx,zapata,KAPY
2776,zavala,texas,tx,crystal-city,KFTN
2777,beaver,utah,ut,beaver,KMLF
2778,box elder,utah,ut,brigham-city,KBMC
2779,cache,utah,ut,logan,KLGU
2780,carbon,utah,ut,price,KPUC
2781,daggett,utah,ut,manila,KVEL
2782,davis,utah,ut,farmington,
2783,duchesne,utah,ut,duchesne,KPUC
2784,emery,utah,ut,castle-dale,KPUC
2785,garfield,utah,ut,panguitch,KBCE
2786,grand,utah,ut,moab,KCNY
2787,iron,utah,ut,parowan,KCDC
2788,juab,utah,ut,nephi,KPVU
2789,kane,utah,ut,kanab,KCDC
2790,millard,utah,ut,fillmore,KMLF
2791,morgan,utah,ut,morgan,
2792,piute,utah,ut,junction,KBCE
2793,rich,utah,ut,randolph,KEVW
2794,salt lake,utah,ut,salt-lake-city,KSLC
2795,san juan,utah,ut,monticello,KAIB
2796,sanpete,utah,ut,manti,KPUC
2797,sevier,utah,ut,richfield,KMLF
2798,summit,utah,ut,coalville,K36U
2799,tooele,utah,ut,tooele,KU42
2800,uintah,utah,ut,vernal,KVEL
2801,utah,utah,ut,provo,KPVU
2802,wasatch,utah,ut,heber-city,K36U
2803,washington,utah,ut,st.-george,KSGU
2804,wayne,utah,ut,loa,KBCE
2805,weber,utah,ut,ogden,KOGD
2806,addison,vermont,vt,middlebury,K6B0
2807,bennington,vermont,vt,bennington,KDDH
2808,caledonia,vermont,vt,st.-johnsbury,KCDA
2809,chittenden,vermont,vt,burlington,KBTV
2810,essex,vermont,vt,guildhall,KHIE
2811,franklin,vermont,vt,,
2812,grand isle,vermont,vt,north-hero,KFSO
2813,lamoille,vermont,vt,hyde-park,KMVL
2814,orange,vermont,vt,chelsea,KMPV
2815,orleans,vermont,vt,newport,KEFK
2816,rutland,vermont,vt,,
2817,washington,vermont,vt,montpelier,KMPV
2818,windham,vermont,vt,newfane,KEEN
2819,windsor,vermont,vt,woodstock,KLEB
2820,accomack,virginia,va,accomac,KMFV
2821,albemarle,virginia,va,charlottesville,KCHO
2822,alleghany,virginia,va,covington,KLWB
2823,amelia,virginia,va,amelia,MUCM
2824,amherst,virginia,va,amherst,KLYH
2825,appomattox,virginia,va,appomattox,KLYH
2826,arlington,virginia,va,,
2827,augusta,virginia,va,staunton,KSHD
2828,bath,virginia,va,warm-springs,KHSP
2829,bedford,virginia,va,bedford,KLYH
2830,bland,virginia,va,bland,KBLF
2831,botetourt,virginia,va,fincastle,KROA
2832,brunswick,virginia,va,lawrenceville,KAVC
2833,buchanan,virginia,va,grundy,KJFZ
2834,buckingham,virginia,va,buckingham,KFVX
2835,campbell,virginia,va,rustburg,KLYH
2836,caroline,virginia,va,bowling-green,KEZF
2837,carroll,virginia,va,hillsville,KHLX
2838,charles city,virginia,va,charles-city,KRIC
2839,charlotte,virginia,va,charlotte-court-house,KFVX
2840,chesterfield,virginia,va,,
2841,clarke,virginia,va,berryville,KOKV
2842,craig,virginia,va,new-castle,KROA
2843,culpeper,virginia,va,culpeper,KOMH
2844,cumberland,virginia,va,cumberland,KFVX
2845,dickenson,virginia,va,clintwood,KLNP
2846,dinwiddie,virginia,va,dinwiddie,KPTB
2847,essex,virginia,va,tappahannock,KXSA
2848,fairfax,virginia,va,fairfax,KIAD
2849,fauquier,virginia,va,warrenton,KHWY
2850,floyd,virginia,va,floyd,KBCB
2851,fluvanna,virginia,va,palmyra,KCHO
2852,franklin,virginia,va,rocky-mount,KROA
2853,frederick,virginia,va,winchester,KOKV
2854,giles,virginia,va,pearisburg,KPSK
2855,gloucester,virginia,va,gloucester-courthouse,KFYJ
2856,goochland,virginia,va,goochland,KOFP
2857,grayson,virginia,va,independence,KGEV
2858,greene,virginia,va,stanardsville,KCHO
2859,greensville,virginia,va,emporia,KEMV
2860,halifax,virginia,va,halifax,KDAN
2861,hanover,virginia,va,hanover-courthouse,MKJS
2862,henrico,virginia,va,,
2863,henry,virginia,va,martinsville,KMTV
2864,highland,virginia,va,monterey,KHSP
2865,isle of wight,virginia,va,isle-of-wight,KFAF
2866,james city,virginia,va,williamsburg,KJGG
2867,king and queen,virginia,va,king-and-queen-court-house,KFYJ
2868,king george,virginia,va,king-george,KEZF
2869,king william,virginia,va,king-william,KXSA
2870,lancaster,virginia,va,lancaster,KFYJ
2871,lee,virginia,va,jonesville,K0VG
2872,loudoun,virginia,va,leesburg,KJYO
2873,louisa,virginia,va,louisa,KOMH
2874,lunenburg,virginia,va,lunenburg,KAVC
2875,madison,virginia,va,madison,KOMH
2876,mathews,virginia,va,mathews,KPHF
2877,mecklenburg,virginia,va,boydton,KAVC
2878,middlesex,virginia,va,saluda,KFYJ
2879,montgomery,virginia,va,christiansburg,KBCB
2880,nelson,virginia,va,lovingston,KSHD
2881,new kent,virginia,va,new-kent,KFYJ
2882,northampton,virginia,va,eastville,KMFV
2883,northumberland,virginia,va,heathsville,KNUI
2884,nottoway,virginia,va,nottoway,KFVX
2885,orange,virginia,va,orange,KOMH
2886,page,virginia,va,luray,KLUA
2887,patrick,virginia,va,stuart,KMTV
2888,pittsylvania,virginia,va,chatham,KDAN
2889,powhatan,virginia,va,powhatan,KFCI
2890,prince edward,virginia,va,farmville,KFVX
2891,prince george,virginia,va,,
2892,prince william,virginia,va,manassas,KHEF
2893,pulaski,virginia,va,pulaski,KPSK
2894,rappahannock,virginia,va,washington,KLUA
2895,richmond,virginia,va,warsaw,KXSA
2896,roanoke,virginia,va,salem,KROA
2897,rockbridge,virginia,va,lexington,KLYH
2898,rockingham,virginia,va,harrisonburg,KSHD
2899,russell,virginia,va,lebanon,KVJI
2900,scott,virginia,va,gate-city,KTRI
2901,shenandoah,virginia,va,woodstock,KLUA
2902,smyth,virginia,va,marion,KMKJ
2903,southampton,virginia,va,courtland,KFKN
2904,spotsylvania,virginia,va,spotsylvania-courthouse,KEZF
2905,stafford,virginia,va,stafford,KRMN
2906,surry,virginia,va,surry,KJGG
2907,sussex,virginia,va,sussex,KAKQ
2908,tazewell,virginia,va,tazewell,KJFZ
2909,warren,virginia,va,front-royal,KOKV
2910,washington,virginia,va,abingdon,KVJI
2911,westmoreland,virginia,va,montross,KXSA
2912,wise,virginia,va,wise,KLNP
2913,wythe,virginia,va,wytheville,KMKJ
2914,york,virginia,va,yorktown,KPHF
2915,city of alexandria,virginia,va,,
2916,city of bristol,virginia,va,,
2917,city of buena vista,virginia,va,,
2918,city of charlottesville,virginia,va,,
2919,city of chesapeake,virginia,va,,
2920,city of colonial heights,virginia,va,,
2921,city of covington,virginia,va,,
2922,city of danville,virginia,va,,
2923,city of emporia,virginia,va,,
2924,city of fairfax,virginia,va,,
2925,city of falls church,virginia,va,,
2926,city of franklin,virginia,va,,
2927,city of fredericksburg,virginia,va,,
2928,city of galax,virginia,va,,
2929,city of hampton,virginia,va,,
2930,city of harrisonburg,virginia,va,,
2931,city of hopewell,virginia,va,,
2932,city of lexington,virginia,va,,
2933,city of lynchburg,virginia,va,,
2934,city of manassas,virginia,va,,
2935,city of manassas park,virginia,va,,
2936,city of martinsville,virginia,va,,
2937,city of newport news,virginia,va,,
2938,city of norfolk,virginia,va,,
2939,city of norton,virginia,va,,
2940,city of petersburg,virginia,va,,
2941,city of poquoson,virginia,va,,
2942,city of portsmouth,virginia,va,,
2943,city of radford,virginia,va,,
2944,city of richmond,virginia,va,,
2945,city of roanoke,virginia,va,,
2946,city of salem,virginia,va,,
2947,city of staunton,virginia,va,,
2948,city of suffolk,virginia,va,,
2949,city of virginia beach,virginia,va,,
2950,city of waynesboro,virginia,va,,
2951,city of williamsburg,virginia,va,,
2952,city of winchester,virginia,va,,
2953,adams,washington,wa,ritzville,KMWH
2954,asotin,washington,wa,asotin,KLWS
2955,benton,washington,wa,prosser,KPSC
2956,chelan,washington,wa,,
2957,clallam,washington,wa,port-angeles,KCLM
2958,clark,washington,wa,vancouver,KVUO
2959,columbia,washington,wa,dayton,
2960,cowlitz,washington,wa,kelso,KKLS
2961,douglas,washington,wa,waterville,KEAT
2962,ferry,washington,wa,republic,KOMK
2963,franklin,washington,wa,pasco,KPSC
2964,garfield,washington,wa,pomeroy,KLWS
2965,grant,washington,wa,ephrata,KEPH
2966,grays harbor,washington,wa,montesano,KHQM
2967,island,washington,wa,coupeville,KNUW
2968,jefferson,washington,wa,port-townsend,KNUW
2969,king,washington,wa,seattle,KBFI
2970,kitsap,washington,wa,port-orchard,KPWT
2971,kittitas,washington,wa,ellensburg,KELN
2972,klickitat,washington,wa,goldendale,KDLS
2973,lewis,washington,wa,chehalis,KCLS
2974,lincoln,washington,wa,davenport,KSKA
2975,mason,washington,wa,shelton,KSHN
2976,okanogan,washington,wa,okanogan,
2977,pacific,washington,wa,south-bend,KHQM
2978,pend oreille,washington,wa,newport,KDEW
2979,pierce,washington,wa,tacoma,KTIW
2980,san juan,washington,wa,friday-harbor,KFHR
2981,skagit,washington,wa,mount-vernon,KNUW
2982,skamania,washington,wa,stevenson,KTTD
2983,snohomish,washington,wa,everett,KPAE
2984,spokane,washington,wa,spokane,KSFF
2985,stevens,washington,wa,colville,KDEW
2986,thurston,washington,wa,olympia,KOLM
2987,wahkiakum,washington,wa,cathlamet,KKLS
2988,walla walla,washington,wa,walla-walla,
2989,whatcom,washington,wa,bellingham,KBLI
2990,whitman,washington,wa,colfax,KPUW
2991,yakima,washington,wa,yakima,K1YT
2992,barbour,west virginia,wv,philippi,KCKB
2993,berkeley,west virginia,wv,martinsburg,KMRB
2994,boone,west virginia,wv,madison,KCRW
2995,braxton,west virginia,wv,sutton,KW22
2996,brooke,west virginia,wv,wellsburg,KHLG
2997,cabell,west virginia,wv,huntington,KHTS
2998,calhoun,west virginia,wv,grantsville,KPKB
2999,clay,west virginia,wv,clay,KCRW
3000,doddridge,west virginia,wv,west-union,KCKB
3001,fayette,west virginia,wv,fayetteville,KBKW
3002,gilmer,west virginia,wv,glenville,KW22
3003,grant,west virginia,wv,petersburg,KW99
3004,greenbrier,west virginia,wv,,
3005,hampshire,west virginia,wv,romney,KCBE
3006,hancock,west virginia,wv,new-cumberland,KPIT
3007,hardy,west virginia,wv,moorefield,KW99
3008,harrison,west virginia,wv,clarksburg,KCKB
3009,jackson,west virginia,wv,ripley,K3I2
3010,jefferson,west virginia,wv,charles-town,KMRB
3011,kanawha,west virginia,wv,charleston,KCRW
3012,lewis,west virginia,wv,weston,KW22
3013,lincoln,west virginia,wv,hamlin,KHTS
3014,logan,west virginia,wv,logan,KI16
3015,mcdowell,west virginia,wv,,
3016,marion,west virginia,wv,fairmont,KCKB
3017,marshall,west virginia,wv,moundsville,KHLG
3018,mason,west virginia,wv,point-pleasant,K3I2
3019,mercer,west virginia,wv,princeton,KBLF
3020,mineral,west virginia,wv,,
3021,mingo,west virginia,wv,williamson,KSJS
3022,monongalia,west virginia,wv,morgantown,KMGW
3023,monroe,west virginia,wv,union,KLWB
3024,morgan,west virginia,wv,berkeley-springs,KMRB
3025,nicholas,west virginia,wv,summersville,KBKW
3026,ohio,west virginia,wv,wheeling,KHLG
3027,pendleton,west virginia,wv,franklin,KW99
3028,pleasants,west virginia,wv,st.-marys,KPKB
3029,pocahontas,west virginia,wv,marlinton,KHSP
3030,preston,west virginia,wv,kingwood,KMGW
3031,putnam,west virginia,wv,winfield,KCRW
3032,raleigh,west virginia,wv,beckley,KBKW
3033,randolph,west virginia,wv,elkins,KEKN
3034,ritchie,west virginia,wv,harrisville,KPKB
3035,roane,west virginia,wv,spencer,KCRW
3036,summers,west virginia,wv,hinton,KBKW
3037,taylor,west virginia,wv,grafton,KCKB
3038,tucker,west virginia,wv,parsons,KEKN
3039,tyler,west virginia,wv,middlebourne,KPKB
3040,upshur,west virginia,wv,buckhannon,KW22
3041,wayne,west virginia,wv,wayne,KHTS
3042,webster,west virginia,wv,webster-springs,KW22
3043,wetzel,west virginia,wv,new-martinsville,KPKB
3044,wirt,west virginia,wv,elizabeth,KPKB
3045,wood,west virginia,wv,parkersburg,KPKB
3046,wyoming,west virginia,wv,pineville,KI16
3047,adams,wisconsin,wi,friendship,KVOK
3048,ashland,wisconsin,wi,ashland,KASX
3049,barron,wisconsin,wi,barron,KRPD
3050,bayfield,wisconsin,wi,washburn,KASX
3051,brown,wisconsin,wi,green-bay,KGRB
3052,buffalo,wisconsin,wi,alma,KONA
3053,burnett,wisconsin,wi,town-of-meenon,AYPY
3054,calumet,wisconsin,wi,chilton,KOSH
3055,chippewa,wisconsin,wi,chippewa-falls,KEAU
3056,clark,wisconsin,wi,neillsville,KMFI
3057,columbia,wisconsin,wi,portage,KDLL
3058,crawford,wisconsin,wi,prairie-du-chien,KPDC
3059,dane,wisconsin,wi,madison,KMSN
3060,dodge,wisconsin,wi,juneau,KUNU
3061,door,wisconsin,wi,,
3062,douglas,wisconsin,wi,superior,KSUW
3063,dunn,wisconsin,wi,menomonie,KLUM
3064,eau claire,wisconsin,wi,eau-claire,KEAU
3065,florence,wisconsin,wi,florence,
3066,fond du lac,wisconsin,wi,fond-du-lac,
3067,forest,wisconsin,wi,crandon,KAIG
3068,grant,wisconsin,wi,lancaster,
3069,green,wisconsin,wi,monroe,
3070,green lake,wisconsin,wi,green-lake,KY50
3071,iowa,wisconsin,wi,dodgeville,
3072,iron,wisconsin,wi,hurley,
3073,jackson,wisconsin,wi,black-river-falls,KBCK
3074,jefferson,wisconsin,wi,jefferson,
3075,juneau,wisconsin,wi,mauston,KVOK
3076,kenosha,wisconsin,wi,kenosha,
3077,kewaunee,wisconsin,wi,kewaunee,
3078,la crosse,wisconsin,wi,la-crosse,KY51
3079,lafayette,wisconsin,wi,darlington,
3080,langlade,wisconsin,wi,antigo,
3081,lincoln,wisconsin,wi,merrill,KTKV
3082,manitowoc,wisconsin,wi,city-of-manitowoc,
3083,marathon,wisconsin,wi,wausau,
3084,marinette,wisconsin,wi,marinette,
3085,marquette,wisconsin,wi,montello,KY50
3086,menominee,wisconsin,wi,keshena,
3087,milwaukee,wisconsin,wi,milwaukee,
3088,monroe,wisconsin,wi,sparta,KY51
3089,oconto,wisconsin,wi,oconto,
3090,oneida,wisconsin,wi,rhinelander,KRHI
3091,outagamie,wisconsin,wi,appleton,
3092,ozaukee,wisconsin,wi,port-washington,
3093,pepin,wisconsin,wi,durand,KEAU
3094,pierce,wisconsin,wi,ellsworth,
3095,polk,wisconsin,wi,balsam-lake,
3096,portage,wisconsin,wi,stevens-point,
3097,price,wisconsin,wi,phillips,
3098,racine,wisconsin,wi,racine,
3099,richland,wisconsin,wi,richland-center,
3100,rock,wisconsin,wi,janesville,
3101,rusk,wisconsin,wi,ladysmith,KRCX
3102,st. croix,wisconsin,wi,hudson,K21D
3103,sauk,wisconsin,wi,baraboo,KDLL
3104,sawyer,wisconsin,wi,hayward,
3105,shawano,wisconsin,wi,shawano,KEZS
3106,sheboygan,wisconsin,wi,city-of-sheboygan,
3107,taylor,wisconsin,wi,medford,KMDZ
3108,trempealeau,wisconsin,wi,whitehall,KBCK
3109,vernon,wisconsin,wi,viroqua,KY51
3110,vilas,wisconsin,wi,eagle-river,KEGV
3111,walworth,wisconsin,wi,elkhorn,
3112,washburn,wisconsin,wi,shell-lake,KUBE
3113,washington,wisconsin,wi,west-bend,KMWC
3114,waukesha,wisconsin,wi,"waukesha,-wisconsin",
3115,waupaca,wisconsin,wi,waupaca,KPCZ
3116,waushara,wisconsin,wi,wautoma,KY50
3117,winnebago,wisconsin,wi,oshkosh,KOSH
3118,wood,wisconsin,wi,wisconsin-rapids,KISW
3119,albany,wyoming,wy,laramie,KLAR
3120,big horn,wyoming,wy,basin,KGEY
3121,campbell,wyoming,wy,gillette,KGCC
3122,carbon,wyoming,wy,rawlins,KRWL
3123,converse,wyoming,wy,douglas,KDGW
3124,crook,wyoming,wy,sundance,KW43
3125,fremont,wyoming,wy,lander,KLND
3126,goshen,wyoming,wy,torrington,KTOR
3127,hot springs,wyoming,wy,thermopolis,KWRL
3128,johnson,wyoming,wy,buffalo,KBYG
3129,laramie,wyoming,wy,cheyenne,KCYS
3130,lincoln,wyoming,wy,kemmerer,KFBR
3131,natrona,wyoming,wy,casper,KCPR
3132,niobrara,wyoming,wy,lusk,KDGW
3133,park,wyoming,wy,cody,KCOD
3134,platte,wyoming,wy,wheatland,KTOR
3135,sheridan,wyoming,wy,sheridan,KSHR
3136,sublette,wyoming,wy,pinedale,KPNA
3137,sweetwater,wyoming,wy,green-river,KRKS
3138,teton,wyoming,wy,jackson,KJAC
3139,uinta,wyoming,wy,evanston,KEVW
3140,washakie,wyoming,wy,worland,KWRL
